Interval Start Date/Time,Net Consumption (kWh),Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C)
2022-05-14 00:00,8.37,16.3,5.4,10.9,7.1
2022-05-15 00:00,7.96,16.5,9.2,12.8,5.2
2022-05-16 00:00,7.61,20.8,10.2,15.5,2.5
2022-05-17 00:00,8.97,16.6,3.2,9.9,8.1
2022-05-18 00:00,9,16,7.7,11.9,6.1
2022-05-19 00:00,6.31,16.4,7,11.7,6.3
2022-05-20 00:00,7.83,17.1,5.4,11.3,6.7
2022-05-21 00:00,8.14,20.9,3.8,12.4,5.6
2022-05-22 00:00,8.5,23.7,3.5,13.6,4.4
2022-05-23 00:00,10.18,19.2,8.1,13.7,4.3
2022-05-24 00:00,8.8,21.2,6.7,13.9,4.1
2022-05-25 00:00,9.97,22.7,9.4,16,2
2022-05-26 00:00,9.93,23,5.8,14.4,3.6
2022-05-27 00:00,10.86,20.2,12.3,16.2,1.8
2022-05-28 00:00,9.09,20.1,4,12,6
2022-05-29 00:00,10.47,23.2,8.8,16,2
2022-05-30 00:00,12.01,24.4,8.3,16.4,1.6
2022-05-31 00:00,10.78,19.7,10.3,15,3
2022-06-01 00:00,9.35,22.7,10.8,16.7,1.3
2022-06-02 00:00,10.58,21.3,12.7,17,1
2022-06-03 00:00,8.7,18.8,12.5,15.7,2.3
2022-06-04 00:00,10.44,22.8,8.6,15.7,2.3
2022-06-05 00:00,11.32,21.5,14,17.8,0.2
2022-06-06 00:00,9.26,22.7,10.6,16.7,1.3
2022-06-07 00:00,7.67,25.5,11,18.3,0
2022-06-08 00:00,8.76,23,15.1,19,0
2022-06-09 00:00,8.45,19.9,8.3,14.1,3.9
2022-06-10 00:00,14.61,25.1,11.1,18.1,0
2022-06-11 00:00,12.86,25.5,10.8,18.2,0
2022-06-12 00:00,11.68,22.3,10,16.2,1.8
2022-06-13 00:00,4.63,17.7,13,15.3,2.7
2022-06-14 00:00,3.67,24.5,10.7,17.6,0.4
2022-06-15 00:00,4.38,26.9,11.3,19.1,0
2022-06-16 00:00,4.77,19.8,11.7,15.8,2.2
2022-06-17 00:00,4.6,16.6,9.2,12.9,5.1
2022-06-18 00:00,4.88,22.7,10.1,16.4,1.6
2022-06-19 00:00,4.57,23.3,12.1,17.7,0.3
2022-06-20 00:00,6.03,27.9,9.1,18.5,0
2022-06-21 00:00,4.87,23.6,14.3,19,0
2022-06-22 00:00,6.22,25.7,10.9,18.3,0
2022-06-23 00:00,4.5,20.9,9.8,15.3,2.7
2022-06-24 00:00,4.72,25,8.9,17,1
2022-06-25 00:00,13.6,28.5,9.1,18.8,0
2022-06-26 00:00,16.13,32.5,11.4,22,0
2022-06-27 00:00,20.87,34.3,14,24.2,0
2022-06-28 00:00,17.22,27.4,18.1,22.8,0
2022-06-29 00:00,13.22,19.7,13.4,16.5,1.5
2022-06-30 00:00,13.8,27.3,12.2,19.7,0
2022-07-01 00:00,7.96,30.4,12.3,21.4,0
2022-07-02 00:00,11.86,31.4,13.4,22.4,0
2022-07-03 00:00,14.7,20.3,13.8,17.1,0.9
2022-07-04 00:00,15.61,24.6,15.1,19.8,0
2022-07-05 00:00,11.62,25.3,13.9,19.6,0
2022-07-06 00:00,10.49,23.7,14.5,19.1,0
2022-07-07 00:00,10.6,25.3,15.3,20.3,0
2022-07-08 00:00,14.51,27.8,11.5,19.7,0
2022-07-09 00:00,14.64,25.2,11.1,18.1,0
2022-07-10 00:00,13.67,27.3,13.7,20.5,0
2022-07-11 00:00,16,34.6,12.4,23.5,0
2022-07-12 00:00,18.81,34.3,15.8,25,0
2022-07-13 00:00,15.61,30.1,16.7,23.4,0
2022-07-14 00:00,21.66,33.3,13.4,23.3,0
2022-07-15 00:00,15.72,32.1,18.3,25.2,0
2022-07-16 00:00,13.75,30,13,21.5,0
2022-07-17 00:00,15.73,27.9,14.8,21.3,0
2022-07-18 00:00,14.99,30.6,15.6,23.1,0
2022-07-19 00:00,15.28,31.7,14.9,23.3,0
2022-07-20 00:00,19.27,33.5,15.9,24.7,0
2022-07-21 00:00,16.26,34.7,15.2,25,0
2022-07-22 00:00,21.09,34.1,17,25.5,0
2022-07-23 00:00,20.04,34,16.9,25.5,0
2022-07-24 00:00,18.16,33.6,15.4,24.5,0
2022-07-25 00:00,18.81,34.6,18.6,26.6,0
2022-07-26 00:00,18.19,35.1,17.5,26.3,0
2022-07-27 00:00,17,38.6,18.1,28.4,0
2022-07-28 00:00,21.86,37.5,19.8,28.7,0
2022-07-29 00:00,23.66,37.9,20.6,29.2,0
2022-07-30 00:00,21.58,39,18.6,28.8,0
2022-07-31 00:00,22.17,38.2,17.9,28.1,0
2022-08-01 00:00,10.24,33.7,19.4,26.5,0
2022-08-02 00:00,16.3,32.5,16.1,24.3,0
2022-08-03 00:00,14.42,26.5,18.7,22.6,0
2022-08-04 00:00,13.09,20.3,12.9,16.6,1.4
2022-08-05 00:00,12.12,24.2,11.5,17.9,0.1
2022-08-06 00:00,13.11,30,9.9,19.9,0
2022-08-07 00:00,18.8,35.4,12.9,24.2,0
2022-08-08 00:00,21.56,35.1,15.5,25.3,0
2022-08-09 00:00,18.83,36.8,15.2,26,0
2022-08-10 00:00,16.8,31.7,19.1,25.4,0
2022-08-11 00:00,16.67,34.4,18.2,26.3,0
2022-08-12 00:00,15.81,34.5,14.7,24.6,0
2022-08-13 00:00,14.02,28.9,16.3,22.6,0
2022-08-14 00:00,14.04,29.6,12.2,20.9,0
2022-08-15 00:00,13.94,33.5,16.6,25,0
2022-08-16 00:00,18.55,34.7,17.9,26.3,0
2022-08-17 00:00,21.97,35.1,16,25.6,0
2022-08-18 00:00,21.57,35.2,16.4,25.8,0
2022-08-19 00:00,18.06,31.3,23.3,27.3,0
2022-08-20 00:00,21.49,34.2,15.7,25,0
2022-08-21 00:00,22.29,32.9,19.9,26.4,0
2022-08-22 00:00,21.65,32.6,15.6,24.1,0
2022-08-23 00:00,19.14,31.1,16.5,23.8,0
2022-08-24 00:00,17.95,34,14.3,24.2,0
2022-08-25 00:00,19.29,35.5,15.8,25.6,0
2022-08-26 00:00,17.19,32.3,17.7,25,0
2022-08-27 00:00,13.73,24.4,14.2,19.3,0
2022-08-28 00:00,14.33,27.3,13.1,20.2,0
2022-08-29 00:00,14.89,31.1,16.7,23.9,0
2022-08-30 00:00,13.8,36,15.7,25.8,0
2022-08-31 00:00,15.68,34.7,14.8,24.7,0
2022-09-01 00:00,14.51,35.1,16.5,25.8,0
2022-09-02 00:00,16.95,37.9,16.1,27,0
2022-09-03 00:00,22.31,33.6,18.9,26.3,0
2022-09-04 00:00,15.96,26.3,17.5,21.9,0
2022-09-05 00:00,14.77,26,11.1,18.5,0
2022-09-06 00:00,10.68,30.7,10.6,20.7,0
2022-09-07 00:00,9.85,29.4,12.3,20.8,0
2022-09-08 00:00,9.38,23.5,13.1,18.3,0
2022-09-09 00:00,8.77,25,8.4,16.7,1.3
2022-09-10 00:00,10.6,27.8,7.2,17.5,0.5
2022-09-11 00:00,14.24,23.6,12.1,17.8,0.2
2022-09-12 00:00,8.58,22.3,8.8,15.5,2.5
2022-09-13 00:00,9.22,23.3,12.1,17.7,0.3
2022-09-14 00:00,6.3,19.5,14.7,17.1,0.9
2022-09-15 00:00,6.99,23.4,13.1,18.2,0
2022-09-16 00:00,9.25,21.4,6.6,14,4
2022-09-17 00:00,8.95,16.8,6.6,11.7,6.3
2022-09-18 00:00,9.45,20.9,4,12.5,5.5
2022-09-19 00:00,10.11,22.6,6.3,14.4,3.6
2022-09-20 00:00,9.72,21.7,4.6,13.2,4.8
2022-09-21 00:00,7.97,21.9,3.1,12.5,5.5
2022-09-22 00:00,9.59,23.9,3.9,13.9,4.1
2022-09-23 00:00,9.45,22.1,11.2,16.6,1.4
2022-09-24 00:00,11.17,23.5,7.5,15.5,2.5
2022-09-25 00:00,11.71,25.6,8.9,17.2,0.8
2022-09-26 00:00,8.91,26.7,9.6,18.1,0
2022-09-27 00:00,10.49,28.1,8.2,18.1,0
2022-09-28 00:00,11.14,22.6,9.3,16,2
2022-09-29 00:00,11.28,25.1,13.6,19.3,0
2022-09-30 00:00,8.6,26.3,10.9,18.6,0
2022-10-01 00:00,3.47,25.6,7.6,16.6,1.4
2022-10-02 00:00,12.25,25.1,7.7,16.4,1.6
2022-10-03 00:00,11.52,23.9,7.4,15.7,2.3
2022-10-04 00:00,10.94,23.9,6.7,15.3,2.7
2022-10-05 00:00,9.76,25.1,8.3,16.7,1.3
2022-10-06 00:00,11.22,23.7,7,15.4,2.6
2022-10-07 00:00,12.46,20.1,7.9,14,4
2022-10-08 00:00,10.58,23.5,6,14.7,3.3
2022-10-09 00:00,12.11,22.8,4.8,13.8,4.2
2022-10-10 00:00,12.29,22.2,4.8,13.5,4.5
2022-10-11 00:00,9.1,17.7,5.1,11.4,6.6
2022-10-12 00:00,9.82,22.6,3.8,13.2,4.8
2022-10-13 00:00,8.25,19.5,4.4,12,6
2022-10-14 00:00,9.29,20.8,2.7,11.7,6.3
2022-10-15 00:00,10.87,20.4,3.2,11.8,6.2
2022-10-16 00:00,12.27,20,4.5,12.3,5.7
2022-10-17 00:00,9.86,17.7,2.2,9.9,8.1
2022-10-18 00:00,9.35,18,2.5,10.2,7.8
2022-10-19 00:00,10.48,16,0.8,8.4,9.6
2022-10-20 00:00,8.46,14.4,6,10.2,7.8
2022-10-21 00:00,13.96,11,4.5,7.7,10.3
2022-10-22 00:00,13.7,12.9,1.2,7,11
2022-10-23 00:00,19.56,12.5,0.1,6.3,11.7
2022-10-24 00:00,8.87,13.2,6.1,9.7,8.3
2022-10-25 00:00,8.73,12.9,0.6,6.8,11.2
2022-10-26 00:00,7.83,10.2,2.9,6.6,11.4
2022-10-27 00:00,10.47,19,7.7,13.4,4.6
2022-10-28 00:00,9.94,16.1,8.5,12.3,5.7
2022-10-29 00:00,11.47,14.4,8.8,11.6,6.4
2022-10-30 00:00,12.85,18.2,10.8,14.5,3.5
2022-10-31 00:00,8.87,17,2.9,10,8
2022-11-01 00:00,9.98,8.1,0.9,4.5,13.5
